edad,engagement_promedio,valence_musical_pref,energia_musical_pref,hora_lectura_preferida_manana,hora_lectura_preferida_noche,hora_lectura_preferida_tarde,velocidad_lectura_alta,velocidad_lectura_baja,velocidad_lectura_media,contenido_visual_pref_anime,contenido_visual_pref_documentales,contenido_visual_pref_peliculas,contenido_visual_pref_series cortas,contenido_visual_pref_series largas,genero_libro_rec,tipo_vino_rec,genero_musical_rec,genero_serie_rec
-0.3798141405532614,0.6619425422251112,-0.30467670163797617,0.7773312889784338,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,0,1
-1.3802025704564955,0.8834761908948274,1.0849547767564418,-0.05043459264460322,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,2
-0.49096841054250967,0.6619425422251112,0.04273116796062802,0.5408267513718521,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,2,1
0.1759572093929798,0.9573207404513995,0.2743364143596979,-0.10956072704624882,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2,3,1
-1.046739760488751,0.7357870917816832,0.21643510275993041,1.0729619609866619,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4,0,1
0.1759572093929798,-0.8149484489063289,1.1428560883562093,0.6590790201751433,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4,2,2
-0.7132769505210061,1.400388037790831,-0.2467753900382087,-0.523443667857768,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,4,2,0
0.731728559339221,0.36656434399882365,-0.015170143639138807,-0.1686868614478944,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,4,3,4
2.0655797992102,-1.7749275931417652,-0.4204793248375111,-0.5825698022594132,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,1,3
0.28711147938222803,0.8834761908948274,-0.5941832596368132,0.5999528857734977,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,2,4,4
0.9540370993177175,-0.6672593497931847,-0.2467753900382087,-1.173831146275869,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,1,3
-0.15750560057476493,0.4404088935553949,-0.6520845712365807,1.1320880953883075,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3,3,1
-0.2686598705640132,-0.7411038993497568,0.9112508419571395,1.2503403641915987,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,3,2
2.176734069199448,-1.3318602958023336,-0.4204793248375111,-0.523443667857768,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,4,1,3
1.3986541792747105,-1.7749275931417652,-0.6520845712365807,-0.1686868614478944,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,3,3
-1.3802025704564955,-1.4057048453589056,-0.4204793248375111,-1.3512095494808054,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,4,1,3
-0.3798141405532614,0.588097992668539,1.548165269554581,-0.2869391302511856,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,0,2,2
0.8428828293284693,-0.9626375480194731,-1.3469003104337895,-0.75994820546435,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2,1,3
-0.3798141405532614,0.4404088935553949,1.2586587115557442,0.9547096921833707,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,4,2,2
-0.15750560057476493,0.14503069532910737,1.8955731391531858,-1.1147050118742234,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,0,0,2
1.5098084492639587,1.0311652900079715,0.04273116796062802,-0.22781299584954,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,3,3
-0.7132769505210061,1.326543488234259,-0.015170143639138807,0.895583557781725,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,2,0,0
-0.046351330585516694,-0.07650295334060887,0.9691521535569069,-0.10956072704624882,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,4,2,0
-1.1578940304779992,1.6219216864605475,-0.1888740784384412,0.5999528857734977,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4,0,0
-1.2690483004672475,-0.4457257011234693,-0.1888740784384412,-1.7059663558906786,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,1,1,3
-1.3802025704564955,-1.4057048453589056,1.3744613347552792,-0.8782004742676413,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,0,3,2
0.9540370993177175,1.400388037790831,-1.694308180032394,1.1320880953883075,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,3,4,1
1.5098084492639587,-2.3656839895943413,-0.7678871944361156,-1.2920834150791598,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,2,1,3
-1.3802025704564955,-0.8149484489063289,-2.215419984430301,0.06781767615868732,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2,4,4
0.3982657493714763,0.21887524488567947,-0.2467753900382087,-0.3460652646528312,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,1,0,3
-0.6021226805317579,-0.22419205245375304,2.5324875667506275,-0.22781299584954,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,0,2,2
2.0655797992102,0.21887524488567947,-1.1731963756344876,1.1320880953883075,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,2,4,0
-0.49096841054250967,0.7357870917816832,0.6796455955580701,1.3685926329948899,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,3,0
1.2874999092854622,-0.15034750289718096,0.9691521535569069,0.5408267513718521,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,3,0,2
-1.046739760488751,1.7696107855736916,-0.36257801323774363,-0.8782004742676413,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,1
0.06480293940373155,-0.8887929984629009,-0.6520845712365807,1.1320880953883075,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,3,4,1
-1.3802025704564955,1.5480771369039754,1.0849547767564418,0.4817006169702065,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2,0,0
-0.3798141405532614,0.514253443111967,-1.5785055568328594,-0.05043459264460322,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,4,1
0.9540370993177175,-1.1103266471326172,0.10063247956039549,-1.7059663558906786,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4,1,3
0.731728559339221,-1.0364820975760451,0.39013903755923285,0.1860699449619785,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4,0,3,4
-0.046351330585516694,-0.22419205245375304,0.737546907157837,-0.22781299584954,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,2,2
-0.7132769505210061,0.6619425422251112,-1.1152950640347201,2.610241455429446,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,3,0,4
-0.2686598705640132,0.4404088935553949,1.4323626463550467,-0.7008220710627044,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,0,2,2
1.5098084492639587,-1.8487721426983372,-0.30467670163797617,-1.2920834150791598,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,4,1,3
1.176345639296214,-1.7010830435851931,0.3322377259594654,-0.9373266086692865,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,1,3
0.731728559339221,-1.4057048453589056,1.8955731391531858,-0.05043459264460322,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,0,0,2
0.6205742893499727,0.588097992668539,-0.36257801323774363,-1.3512095494808054,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,3
-0.49096841054250967,0.36656434399882365,0.3322377259594654,-0.10956072704624882,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,2,4
-1.3802025704564955,0.4404088935553949,-0.7678871944361156,-0.22781299584954,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,4
1.9544255292209516,-1.1103266471326172,0.15853379116016295,-1.1147050118742234,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,1,3
-0.49096841054250967,-0.6672593497931847,-0.1888740784384412,-0.4643175334561224,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,4
0.28711147938222803,-0.6672593497931847,0.15853379116016295,-0.05043459264460322,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,3,4
-1.3802025704564955,-0.8149484489063289,2.1850796971520223,-0.5825698022594132,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,0,2,2
